hostname,state,software,user_count,note_count,peer_count,discovered_at
raitamaa.net,up,mastodon,1,2,561,1668474661
bakedbean.xyz,up,mastodon,8,1586,345,1668165601
symmetra.chozodia.com,up,mastodon,1,0,29,1668495110
friendica.daniel-siepmann.de,up,friendica,1,30,15227,1662911463
kneel.before.dog,up,pleroma,1,15,782,1667772640
video.cigliola.com,up,peertube,2,2646,,1612578347
mastodon.gouacheairship.com,up,mastodon,1,55,541,1668665399
www.kaleidoscopicvoyager.com,up,writefreely,1,9,,1639649494
social.therobots.org,up,mastodon,3,118,2059,1667200937
pl.panthermoderns.org,up,akkoma,0,0,2413,1618341437
arguos.com,up,mastodon,2,400,6867,1612578270
social.gerben.dev,up,gotosocial,1,3,1,1667663239
sonomu.club,up,mastodon,91,38553,14053,1612578268
7pounds.army,up,mastodon,10,158,3268,1668024143
mastodon.anzui.dev,up,mastodon,1,822,7577,1612578266
maaw.social,up,mastodon,5,268,1208,1667645643
kudzu.ca,up,mastodon,3,3,111,1668697325
skoops.social,up,mastodon,3,10617,10166,1612578269
mastodon.ie,up,mastodon,15214,188137,14146,1612578268
bikepacking.social,up,mastodon,2,1,9,1668663481
mast.sudrien.net,up,mastodon,1,70,1057,1652003429
fla.red,up,,65,103737,7602,1612578265
plem.sapphic.site,up,akkoma,3,573,4864,1666507959
spragleknas.no,up,mastodon,1,35,545,1667999989
social.cool110.xyz,up,friendica,1,45,14893,1612578269
birdsite.thorlaksson.com,up,birdsitelive,9,0,,1645683106
musica.3toques.es,up,funkwhale,4,,,1651400728
dialup.cafe,up,mastodon,2,9,84,1668665399
livers.jp,up,mastodon,112,2876,3974,1612578266
mstdn.hanekawa.moe,up,mastodon,2,0,2868,1667988137
free.gluten.space,up,mastodon,13,16397,6084,1612578266
social.dn7.me,up,mastodon,1,0,1489,1668572374
tv.7thmagic.net,up,,1,7,0,1668389488
fedi.acornfarmer.dev,up,mastodon,1,1,257,1668320476
hagen.cocoate.com,up,wordpress,3,379,,1612582014
mastodon.whitakernet.com,up,mastodon,1,7,839,1667932503
video.oh14.de,up,peertube,3,4,,1612578346
robodon.social,up,mastodon,4,14,28,1668266931
swiss-chaos.social,up,mastodon,54,681,3866,1629407403
mastodonsocial.au,up,mastodon,9,5,1953,1667821624
pouets.leel.fr,up,mastodon,1,1,180,1667476260
social.fosshost.com,up,mastodon,2,8,562,1668306248
nc.social,up,mastodon,3,1,28,1668743403
kaji.social,up,mastodon,14,1177,1201,1612578269
toots.janl.eu,up,mastodon,1,0,438,1667814366
social.crid.land,up,mastodon,1,191,1600,1668146701
hejfolks.social,up,mastodon,3,109,4644,1667003014
id.cc,up,,1678,1618,2038,1612578266
tapbots.social,up,mastodon,5,47,2242,1668213222
open.audio,up,funkwhale,2854,,,1612578346
social.nubecula.org,up,mastodon,1,1,177,1668266931
mountaintown.video,up,peertube,8,9088,,1612578270
live.slipfox.xyz,up,,1,7,0,1652277224
cave.mancave.de,up,friendica,0,0,0,1612578267
toot.ring0.space,up,mastodon,5,10,518,1668189821
social.m1nd.io,up,,1,1,45,1667435252
blahaj.pics,up,pixelfed,2,3,1,1651530083
mastodon.monotropa-satellite.social,up,mastodon,5,5,147,1668042321
clacks.link,up,mastodon,21,6772,7056,1612578266
soapbox.midwaytrades.com,up,pleroma,3,17743,2781,1652506845
caluettefamily.com,up,mastodon,2,123,2417,1668233149
social.milhousfamily.com,up,pleroma,3,0,0,1619556541
thoughtshrapnel.com,up,wordpress,1,1360,,1612578346
crypt.lol,up,pleroma,26,1427,7128,1612578270
trebo.chat,up,mastodon,12,420,5206,1652388876
friend.geoffray-levasseur.org,up,friendica,0,0,0,1612578268
techopolis.social,up,mastodon,1,27,239,1668609245
piaille.fr,up,mastodon,5829,74285,7008,1667313769
islet.drapor.me,up,mastodon,1,1138,99,1612578347
demon.social,up,mastodon,4,23562,8041,1612578266
press.community,up,hometown,2,0,601,1652182227
cons.ivy.io,up,mastodon,5,88,788,1668319299
rxtx.nl,up,mastodon,1,2,4119,1667146560
mastodon.matrix.org,up,mastodon,184,5144,12619,1612578267
social.tamez.systems,up,mastodon,1,11,968,1668581279
bundang.tube.jeena.net,up,peertube,1,169,,1651665592
mastodon.cf,up,mastodon,431,15183,4050,1614097854
sawakai.space,up,,190,1332,1140,1612578269
nuwardia.xyz,up,pleroma,14,123,153,1668572374
social.theredcaps.net,up,pleroma,2,133,2447,1667605044
devin.masto.host,up,mastodon,5,9538,6851,1633723490
social.raeffs.dev,up,mastodon,1,22,1242,1668266931
toot.gnous.eu,up,mastodon,39,4350,5051,1612578270
md.ggtea.org,up,,9,15875,5873,1612578266
meckpom.social,up,mastodon,6,91,463,1668025284
patchouli.today,up,mastodon,1,14741,3020,1612578266
video.wee.tf,up,peertube,3,3,,1655074341
mastodon.hellsite.net,up,mastodon,8,250,2656,1639653934
ravenation.club,up,mastodon,15705,178011,8753,1651017592
funkwhale.alpharius.io,up,funkwhale,3,,,1612578347
mastodon.suinot.org,up,,5,2064,3787,1612578268
chat.goblin.expert,up,mastodon,8,65,817,1667662738
journal.thierry-pelle.eu,up,writefreely,589,635,,1649607910
live.plantsand.coffee,up,,1,7,0,1658494998
box.cliq.social,up,pleroma,1,0,2,1626177043
youngroyals.net,up,mastodon,3,15,325,1667798340
