"","user_group","date","instance_count","instance_perc","user_sum","user_perc","post_sum","post_perc","post_ratio","instance_diff","user_diff","post_diff","post_ratio_diff"
"62","1-10",2022-11-21,4293,0.473684210526316,16300,0.00274820321462219,7567138,0.0140090016793001,464.241595092025,237,801,18274,-22.813311676154
"63","10-100",2022-11-21,1458,0.160873882820258,46791,0.0078890292402078,26840653,0.0496899558261671,573.628539676434,34,1191,15302,-14.6467015516366
"64","100-1000",2022-11-21,532,0.0587002096436059,179636,0.0302868854393787,67581464,0.125113199027896,376.213364804382,11,5492,305258,-10.1117799034458
"65","1000-10000",2022-11-21,239,0.02637095884365,766459,0.129226078998535,169904529,0.314543336210029,221.674647958991,1,12840,-98399,-3.90741406439255
"66","10000+",2022-11-21,84,0.00926845415425356,4919526,0.829439090037881,265683403,0.491858247964971,54.0058946735925,1,99169,2009770,-0.694127129771822
"67","0-1",2022-11-22,2516,0.270276076914814,2495,0.00042603197066851,2594770,0.00484894131398145,1039.9879759519,59,59,9412,-21.3248319298696
"68","1-10",2022-11-22,4434,0.476313245246536,16921,0.00288933345718712,7573486,0.0141528494457159,447.5791028899,141,621,6348,-16.6624922021244
"69","10-100",2022-11-22,1495,0.160597271457729,47923,0.00818305816847575,26874659,0.0502216552234932,560.788327108069,37,1132,34006,-12.8402125683643
"70","100-1000",2022-11-22,537,0.0576861102159201,181340,0.0309645841927966,67478130,0.126098842035021,372.108359986765,5,1704,-103334,-4.10500481761699
"71","1000-10000",2022-11-22,244,0.0262111934686862,783831,0.133842511262953,170438879,0.318505348023827,217.443401702663,5,17372,534350,-4.23124625632767
"72","10000+",2022-11-22,83,0.00891610269631539,4823858,0.823694480947919,260161009,0.486172363957962,53.9321449760752,-1,-95668,-5522394,-0.0737496975173713
"73","0-1",2022-11-23,2603,0.271428571428571,2582,0.000436789297545708,2603544,0.00485012182718906,1008.34391944229,87,87,8774,-31.644056509611
"74","1-10",2022-11-23,4581,0.477685088633994,17499,0.00296025403476078,7501228,0.0139739791812705,428.66609520544,147,578,-72258,-18.9130076844598
"75","10-100",2022-11-23,1527,0.159228362877998,48958,0.00828207994935815,26912899,0.0501358298046181,549.714020180563,32,1035,38240,-11.0743069275063
"76","100-1000",2022-11-23,546,0.0569343065693431,182044,0.0307958446484937,67532666,0.125806077183588,370.968919601855,9,704,54536,-1.1394403849107
"77","1000-10000",2022-11-23,249,0.0259645464025026,790360,0.133702861815734,170938127,0.318439304602309,216.278818513083,5,6529,499248,-1.1645831895803
"78","10000+",2022-11-23,84,0.00875912408759124,4869874,0.823822170254108,261311248,0.486794687401025,53.6587287473968,1,46016,1150239,-0.273416228678414
"79","0-1",2022-11-24,2635,0.271397672262849,2611,0.000440212900514076,2602884,0.00484072712189098,996.891612409039,32,29,-660,-11.4523070332541
"80","1-10",2022-11-24,4661,0.480070038108971,17789,0.00299921382123512,7521911,0.0139889132923903,422.840575636629,80,290,20683,-5.82551956881093
"81","10-100",2022-11-24,1535,0.158100731280255,49293,0.00831076771545016,26942785,0.0501069852090133,546.584403464995,8,335,29886,-3.12961671556786
"82","100-1000",2022-11-24,546,0.0562364816149964,182971,0.0308487915051555,67545331,0.125617782324838,369.158669953162,0,927,12665,-1.81024964869255
"83","1000-10000",2022-11-24,248,0.0255433103306211,793338,0.133756270420542,171128640,0.318257382572684,215.7071008826,-1,2978,190513,-0.571717630482794
"84","10000+",2022-11-24,84,0.00865176640230714,4885219,0.823644743637103,261963619,0.487188209479184,53.6237206561262,0,15345,652371,-0.0350080912705906
"85","0-1",2022-11-25,2668,0.270368869071747,2645,0.000443726057456233,2609558,0.0048434992252578,986.600378071834,33,34,6674,-10.291234337205
"86","1-10",2022-11-25,4749,0.481252533441427,18072,0.00303176457858187,7538983,0.0139928134648595,417.163733953077,88,283,17072,-5.67684168355277
"87","10-100",2022-11-25,1560,0.158086745034455,50046,0.0083957331839148,26952170,0.0500248756739711,538.547935898973,25,753,9385,-8.03646756602211
"88","100-1000",2022-11-25,555,0.0562423996757195,184411,0.0309368491423673,67255097,0.124829572752987,364.702197808157,9,1440,-290234,-4.45647214500519
"89","1000-10000",2022-11-25,252,0.0255370895824889,805991,0.135213311446203,171700199,0.318686068994485,213.029920929638,4,12653,571559,-2.67717995296169
"90","10000+",2022-11-25,84,0.00851236319416295,4899720,0.821978615591477,262719345,0.48762316988844,53.6192568146751,0,14501,755726,-0.00446384145103451
"91","0-1",2022-11-26,2702,0.270850040096231,2678,0.000447483440355621,2611327,0.00483802570255126,975.103435399552,34,33,1769,-11.4969426722818
"92","1-10",2022-11-26,4805,0.481655974338412,18288,0.00305585405422838,7521685,0.013935483896308,411.290737095363,56,216,-17298,-5.87299685771353
"93","10-100",2022-11-26,1579,0.158279871692061,50819,0.00849165831046762,26943130,0.0499177450572755,530.178279777249,19,773,-9040,-8.36965612172423
"94","100-1000",2022-11-26,553,0.0554330392943063,184140,0.0307690816680672,67295277,0.124678479480474,365.457135874878,-2,-271,40180,0.754938066721024
"95","1000-10000",2022-11-26,253,0.0253608660785886,810902,0.135498587285756,171913406,0.318505295139647,212.002690830705,1,4911,213207,-1.02723009893359
"96","10000+",2022-11-26,84,0.00842020850040096,4917752,0.821737335241126,263465718,0.488124970723744,53.5744214022993,0,18032,746373,-0.0448354123758605
"97","0-1",2022-11-27,2721,0.270477137176938,2697,0.000449114734410332,2602675,0.004815744482429,965.025954764553,19,19,-8652,-10.0774806349987
"98","1-10",2022-11-27,4861,0.483200795228628,18467,0.00307519532827423,7530862,0.0139343971584751,407.801050522554,56,179,9177,-3.48968657280932
"99","10-100",2022-11-27,1587,0.157753479125249,51087,0.00850720223834654,26723879,0.0494473466119858,523.105271399769,8,268,-219251,-7.07300837747971
"100","100-1000",2022-11-27,554,0.0550695825049702,185895,0.0309559449585497,67379883,0.124673384031414,362.462051157912,1,1755,84606,-2.99508471696606
"101","1000-10000",2022-11-27,253,0.0251491053677932,814043,0.13555754755046,172041645,0.318329642639499,211.342207966901,0,3141,128239,-0.660482863803566
"102","10000+",2022-11-27,84,0.00834990059642147,4932958,0.82145499518996,264172280,0.488799485076196,53.5525094679501,0,15206,706562,-0.0219119343492054
"103","0-1",2022-11-28,2740,0.268232990699951,2719,0.000450649787602904,2408508,0.00444676741908405,885.806546524458,19,22,-194167,-79.2194082400957
"104","1-10",2022-11-28,4966,0.486147821830641,18873,0.00312802995271409,7616890,0.0140628714070068,403.5866052032,105,406,86028,-4.21444531935339
"105","10-100",2022-11-28,1609,0.157513460597161,51752,0.00857742839574311,26972685,0.049798986286621,521.191161694234,22,665,248806,-1.914109705535
"106","100-1000",2022-11-28,559,0.0547234459128732,185704,0.0307787672515667,67362566,0.124369802282035,362.741599534743,5,-191,-17317,0.279548376831713
"107","1000-10000",2022-11-28,258,0.0252569750367107,832574,0.137991649968261,174485003,0.322147249026859,209.572966487063,5,18531,2443358,-1.769241479838
"108","10000+",2022-11-28,83,0.00812530592266275,4941888,0.819073474644113,262785554,0.485174323578394,53.1751334712563,-1,8930,-1386726,-0.377375996693729
"109","0-1",2022-11-29,2766,0.269092324156046,2741,0.000453170357334995,2412571,0.00444786654095482,880.179131703758,26,22,4063,-5.62741482069976
"110","1-10",2022-11-29,4983,0.484774783539255,18949,0.00313284388950778,7584994,0.0139838541646829,400.284658821046,17,76,-31896,-3.30194638215437
"111","10-100",2022-11-29,1624,0.157992022570289,51727,0.0085520405231183,26969942,0.0497223512316496,521.390028418428,15,-25,-2743,0.198866724193522
"112","100-1000",2022-11-29,566,0.0550637221519603,187118,0.0309362754191206,67698562,0.124810490050057,361.796096580767,7,1414,335996,-0.945502953976245
"113","1000-10000",2022-11-29,257,0.0250024321432046,833657,0.13782876343846,174435497,0.32159294406719,209.241327068567,-1,1083,-49506,-0.331639418496451
"114","10000+",2022-11-29,83,0.00807471543924506,4954306,0.819096906372458,263309268,0.485442493945466,53.1475585076901,0,12418,523714,-0.0275749635662521
"115","0-1",2022-11-30,2846,0.271047619047619,2823,0.000464590945199828,2422929,0.00445463375508381,858.281615302869,80,82,10358,-21.8975164008884
"116","1-10",2022-11-30,5092,0.484952380952381,19423,0.00319651077882262,7644136,0.0140539926073159,393.561035885291,109,474,59142,-6.72362293575537
"117","10-100",2022-11-30,1642,0.156380952380952,52059,0.00856753100111861,27062490,0.0497552678805768,519.842678499395,18,332,92548,-1.54734991903263
"118","100-1000",2022-11-30,579,0.0551428571428571,189725,0.0312237042430171,67856526,0.124756429603312,357.657272367901,13,2607,157964,-4.13882421286627
"119","1000-10000",2022-11-30,257,0.0244761904761905,829311,0.136482600550696,174664741,0.321126806060586,210.614282217407,0,-4346,229244,1.37295514884042
"120","10000+",2022-11-30,84,0.008,4982972,0.820065062481146,264261233,0.485852870093126,53.0328552919824,1,28666,951965,-0.114703215707706
"121","0-1",2022-12-01,2834,0.270213577421815,2811,0.000461865987883042,2416049,0.00443554354329305,859.498043400925,-12,-12,-6880,1.21642809805564
"122","1-10",2022-12-01,5095,0.485793287566743,19500,0.00320397963846294,7652724,0.0140493800112513,392.447384615385,3,77,8588,-1.11365126990597
"123","10-100",2022-12-01,1642,0.156559877955759,52304,0.00859389492359823,27075398,0.0497068175277031,517.654443254818,0,245,12908,-2.18823524457684
"124","100-1000",2022-12-01,574,0.0547292143401983,187001,0.0307255075062671,67880129,0.124618858269782,362.993401104807,-5,-2724,23603,5.33612873690601
"125","1000-10000",2022-12-01,258,0.0245995423340961,822750,0.135183294745917,174569602,0.320486493033187,212.178185353996,1,-6561,-95139,1.56390313658878
"126","10000+",2022-12-01,85,0.00810450038138825,5001815,0.821831457197872,265107999,0.486702907614784,53.0023599433406,1,18843,846766,-0.0304953486418071
"127","0-1",2022-12-02,2857,0.270523624656756,2834,0.000464938486702333,2424076,0.00444440059668168,855.354975299929,23,23,8027,-4.14306810099561
"128","1-10",2022-12-02,5123,0.485086639522772,19603,0.00321601593324835,7682667,0.0140857175265572,391.912819466408,28,103,29943,-0.534565148976412
"129","10-100",2022-12-02,1660,0.157182085029827,52911,0.0086804376393462,27087687,0.049663678971091,511.948120428644,18,607,12289,-5.70632282617373
"130","100-1000",2022-12-02,578,0.0547296657513493,189152,0.0310317729840225,68013631,0.124698987242515,359.571302444595,4,2151,133502,-3.4220986602121
"131","1000-10000",2022-12-02,258,0.0244295047817442,823712,0.135135995327647,174656224,0.320221901524444,212.035546404569,0,962,86622,-0.14263894942718
"132","10000+",2022-12-02,85,0.00804848025755137,5007218,0.821470839629034,265558196,0.486885314138711,53.0350777617431,0,5403,450197,0.0327178184025811
"133","0-1",2022-12-03,2878,0.270972601449958,2857,0.000468159884220144,2421838,0.00443473859017877,847.685684284214,21,23,-2238,-7.6692910157152
"134","1-10",2022-12-03,5163,0.486112418792957,19789,0.00324270771747723,7703992,0.0141071329382182,389.306786598615,40,186,21325,-2.60603286779281
"135","10-100",2022-12-03,1659,0.156199981169381,53111,0.00870298901323629,27125313,0.0496704041854896,510.728719097739,-1,200,37626,-1.21940133090561
"136","100-1000",2022-12-03,578,0.0544204877130214,189174,0.0309988372199725,68123408,0.124743895484377,360.109782528254,0,22,109777,0.538480083659579
"137","1000-10000",2022-12-03,258,0.0242914979757085,824233,0.135062242159756,174569734,0.319662643020319,211.796584218297,0,521,-86490,-0.238962186271095
"138","10000+",2022-12-03,85,0.00800301289897373,5013452,0.821525064005338,266161861,0.487381185781418,53.0895401013114,0,6234,603665,0.0544623395682891
"139","0-1",2022-12-04,2886,0.270782510790017,2865,0.000468516201829911,2418808,0.00442095962716,844.261082024433,8,8,-3030,-3.42460225978141
"140","1-10",2022-12-04,5189,0.486864327265904,19947,0.00326195206907548,7733658,0.0141351400310661,387.710332380809,26,158,29666,-1.5964542178063
"141","10-100",2022-12-04,1661,0.155845374366673,53351,0.0087245402735873,27215993,0.0497438433584101,510.130887893385,2,240,90680,-0.597831204353383
"142","100-1000",2022-12-04,578,0.0542315631450554,190088,0.0310852732193523,68214382,0.124678365878429,358.856855772063,0,914,90974,-1.25292675619096
"143","1000-10000",2022-12-04,259,0.0243009945580784,827451,0.135313856795938,174819524,0.319525178370226,211.274775183062,1,3218,249790,-0.521809035235293
"144","10000+",2022-12-04,85,0.00797522987427285,5021348,0.821145861440217,266720478,0.48749651273471,53.1173059505137,0,7896,558617,0.0277658492022539
"145","0-1",2022-12-05,2902,0.270784734533918,2880,0.000470207843295399,2416097,0.004409415357591,838.922569444444,16,15,-2711,-5.33851257998833
"146","1-10",2022-12-05,5213,0.486423439395353,20024,0.00326925064380107,7652137,0.0139652714299924,382.148272073512,24,77,-81521,-5.56206030729732
"147","10-100",2022-12-05,1676,0.156387048614351,53552,0.00874325361949834,27367492,0.0499461070989901,511.045189722139,15,201,151499,0.914301828753935
"148","100-1000",2022-12-05,582,0.0543062424185873,191403,0.0312497193855102,68331433,0.124705949337465,357.002936213121,4,1315,117051,-1.85391955894244
"149","1000-10000",2022-12-05,259,0.0241672109732201,829094,0.135363368621235,174800375,0.319013457670642,210.832999635747,0,1643,-19149,-0.441775547315217
"150","10000+",2022-12-05,85,0.00793132406457031,5027998,0.82090419988666,267372908,0.48795979910532,53.1768127194959,0,6650,652430,0.0595067689822244
"151","0-1",2022-12-06,2914,0.269141959915027,2890,0.00047115388847869,2403079,0.00436832433756835,831.515224913495,12,10,-13018,-7.40734453094967
"152","1-10",2022-12-06,5292,0.488778054862843,20316,0.00331209771568618,7720168,0.014033744943265,380.004331561331,79,292,68031,-2.14394051218085
"153","10-100",2022-12-06,1694,0.156460700101598,54144,0.00882704364629418,27470241,0.0499354878966392,507.355219414894,18,592,102749,-3.68997030724563
"154","100-1000",2022-12-06,584,0.0539392260090514,193107,0.03148204634687,68667952,0.124824812639358,355.59535387117,2,1704,336519,-1.40758234195113
"155","1000-10000",2022-12-06,259,0.0239216772882608,842396,0.137335000359479,175180167,0.318443042016258,207.954651968908,0,13302,379792,-2.87834766683923
"156","10000+",2022-12-06,84,0.00775838182321973,5021024,0.818572658043192,268672994,0.488394588166912,53.5096016270785,-1,-6974,1300086,0.332788907582547
"157","0-1",2022-12-07,2904,0.269337785197551,2881,0.000469457557354156,2379968,0.00432433216578066,826.090940645609,-10,-9,-23111,-5.42428426788558
"158","1-10",2022-12-07,5269,0.488684845112224,20235,0.00329728346860859,7730405,0.0140459195232926,382.031381270077,-23,-81,10237,2.02704970874566
"159","10-100",2022-12-07,1689,0.156649972175849,53997,0.00879878504840415,27476058,0.0499231928321116,508.844158008778,-5,-147,5817,1.48893859388465
"160","100-1000",2022-12-07,579,0.05370061213133,192963,0.0314432275736654,68744337,0.124906447357429,356.256572503537,-5,-144,76385,0.661218632367081
"161","1000-10000",2022-12-07,256,0.0237432758300872,836281,0.136271584700344,175015461,0.317997967834538,209.278294018398,-3,-6115,-164706,1.32364204949039
"162","10000+",2022-12-07,85,0.00788350955295863,5030513,0.819719661651624,269020373,0.488802140286848,53.4777214570363,1,9489,347379,-0.0318801700421716
"163","0-1",2022-12-08,2905,0.268509104353452,2881,0.000468243699310507,2408724,0.00436944374221185,836.072197153766,1,0,28756,9.98125650815689
"164","1-10",2022-12-08,5282,0.48821517700342,20329,0.00330403546104939,7757092,0.0140714241636491,381.577647695411,13,94,26687,-0.453733574666103
"165","10-100",2022-12-08,1704,0.157500693224882,54526,0.00886201178361843,27514807,0.0499120701517969,504.618108792136,15,529,38749,-4.22604921664242
"166","100-1000",2022-12-08,584,0.0539791108235512,193608,0.0314667567289513,68709233,0.124639073702104,354.888398206686,5,645,-35104,-1.36817429685129
"167","1000-10000",2022-12-08,260,0.0240317959145947,854180,0.138828324566834,176640591,0.320427381869219,206.795512655412,4,17899,1625130,-2.48278136298592
"168","10000+",2022-12-08,84,0.00776411868009982,5027255,0.817070627760236,268235147,0.486580606371019,53.3561848364565,-1,-3258,-785226,-0.121536620579811
"169","0-1",2022-12-09,2916,0.269078158161853,2892,0.000470296973349513,2410559,0.00437331164344799,833.526625172891,11,11,1835,-2.54557198087537
"170","1-10",2022-12-09,5281,0.48731198671219,20337,0.00330720247130327,7764348,0.0140863233433333,381.784333972562,-1,8,7256,0.206686277151789
"171","10-100",2022-12-09,1713,0.158069576451047,54744,0.00890246801834223,27536155,0.0499569549126524,502.998593453164,9,218,21348,-1.61951533897201
"172","100-1000",2022-12-09,584,0.0538894528005906,192993,0.0313845172121862,68719893,0.124673782385496,356.074536382149,0,-615,10660,1.18613817546287
"173","1000-10000",2022-12-09,259,0.0238996032112208,849403,0.138129896284231,176345004,0.31993062989003,207.610526452108,-1,-4777,-295587,0.815013796695922
"174","10000+",2022-12-09,84,0.00775122266309864,5028937,0.817805619040588,268421668,0.48697899782504,53.3754286442642,0,1682,186521,0.0192438078077046
"175","0-1",2022-12-10,2915,0.268490374873354,2891,0.00046947899361632,2413495,0.00437193026707687,834.830508474576,-1,-1,2936,1.30388330168557
"176","1-10",2022-12-10,5302,0.488348530901722,20426,0.00331704528661603,7777314,0.0140882307496642,380.755605600705,21,89,12966,-1.02872837185731
"177","10-100",2022-12-10,1713,0.157778391820945,54703,0.00888339999577777,27552471,0.0499099778112894,503.67385700967,0,-41,16316,0.675263556506593
"178","100-1000",2022-12-10,582,0.0536059684995855,192897,0.0313251779424446,68620842,0.124303359274455,355.738254094154,-2,-96,-99051,-0.336282287994663
"179","1000-10000",2022-12-10,261,0.0240397899972368,854891,0.138828559782653,176978024,0.320587189835926,207.018232733764,2,5488,633020,-0.592293718344422
"180","10000+",2022-12-10,84,0.00773694390715667,5032082,0.817176337998892,268701197,0.486739312061589,53.3976189179747,0,3145,279529,0.0221902737105211
"181","0-1",2022-12-11,2903,0.267755026747833,2878,0.000466845607928524,2414199,0.00436820924413445,838.846073662265,-12,-13,704,4.01556518768916
"182","1-10",2022-12-11,5290,0.487917358420956,20423,0.00331285192867417,7866661,0.0142337981668752,385.186358517358,-12,-3,89347,4.43075291665286
"183","10-100",2022-12-11,1722,0.158826784726065,55062,0.00893170704091744,27582805,0.0499078426344133,500.940848498057,9,359,30334,-2.73300851161372
"184","100-1000",2022-12-11,582,0.0536801328168235,192696,0.0312575681950642,68561292,0.124053596867616,355.800286461577,0,-201,-59550,0.0620323674228871
"185","1000-10000",2022-12-11,261,0.0240730492529054,854979,0.138687696671689,177026583,0.32030878826399,207.053720617699,0,88,48559,0.0354878839356729
"186","10000+",2022-12-11,84,0.00774764803541782,5038741,0.817343330555726,269223221,0.487127764822972,53.4306528158522,0,6659,522024,0.0330338978775089
"187","0-1",2022-12-12,2916,0.268187252828106,2877,0.000464919128796173,2435032,0.00439392437342799,846.378866875217,13,-1,20833,7.53279321295179
"188","1-10",2022-12-12,5302,0.487629908948772,20479,0.0033093774204438,7903642,0.0142618270407326,385.938864202354,12,56,36981,0.752505684995754
"189","10-100",2022-12-12,1726,0.158741837579325,55564,0.00897906377213436,27630009,0.0498573201432813,497.264577784177,4,502,47204,-3.67627071387989
"190","100-1000",2022-12-12,583,0.0536190563781845,194048,0.0313578822052971,68939715,0.124399143023861,355.271453454815,1,1352,378423,-0.528833006761488
"191","1000-10000",2022-12-12,262,0.0240963855421687,860508,0.139056875106756,177256082,0.31985198512305,205.990045415034,1,5529,229499,-1.06367520266548
"192","10000+",2022-12-12,84,0.00772555872344339,5054697,0.816831882366572,270017111,0.487235800295647,53.4190498461134,0,15956,793890,-0.0116029697387887
"193","0-1",2022-12-13,2921,0.268474264705882,2884,0.000463006963727482,2471999,0.0044300327821304,857.142510402219,5,7,36967,10.7636435270019
"194","1-10",2022-12-13,5299,0.487040441176471,20470,0.00328632196515311,7813016,0.0140015902139561,381.681289692233,-3,-9,-90626,-4.25757451012106
"195","10-100",2022-12-13,1729,0.158915441176471,55532,0.00891529220170407,27482874,0.0492516513021079,494.901570265793,3,-32,-147135,-2.36300751838411
"196","100-1000",2022-12-13,582,0.0534926470588235,192654,0.0309293146983198,68728419,0.123167181392061,356.745351770532,-1,-1394,-211296,1.47389831571633
"197","1000-10000",2022-12-13,263,0.0241727941176471,854018,0.137106893602156,177540783,0.318168206724639,207.888806793299,1,-6490,284701,1.89876137826553
"198","10000+",2022-12-13,86,0.00790441176470588,5103290,0.81929917056894,273972098,0.490981337585106,53.6853868778768,2,48593,3954987,0.266337031763399
"199","0-1",2022-12-14,2932,0.26837528604119,2894,0.000464140867876063,2479314,0.00445156076489502,856.708362128542,11,10,7315,-0.434148273677351
"200","1-10",2022-12-14,5326,0.487505720823799,20536,0.00329357182539835,7902245,0.0141883294316847,384.799620179198,27,66,89229,3.11833048696496
"201","10-100",2022-12-14,1737,0.158993135011442,55734,0.0089386410263319,27498174,0.0493724443473704,493.382387770481,8,202,15300,-1.5191824953115
"202","100-1000",2022-12-14,583,0.0533638443935927,193235,0.0309911059447239,68580086,0.123134229908243,354.905094832717,1,581,-148333,-1.84025693781496
"203","1000-10000",2022-12-14,261,0.0238901601830664,852130,0.136664947388815,176108323,0.316199118400597,206.66837571732,-2,-1888,-1432460,-1.22043107597932
"204","10000+",2022-12-14,86,0.00787185354691075,5110647,0.819647592946855,274385729,0.492654317147209,53.6890395677886,0,7357,413631,0.00365268991175327
"205","0-1",2022-12-15,2943,0.268472906403941,2906,0.000464641590410923,2487042,0.00445195139410405,855.830006882312,11,12,7728,-0.878355246229376
"206","1-10",2022-12-15,5341,0.487228607918263,20624,0.0032975802342171,7954400,0.0142388436420701,385.686578743212,15,88,52155,0.886958564014265
"207","10-100",2022-12-15,1741,0.158821382959314,55929,0.00894251187546198,27598604,0.0494031236919705,493.457848343435,4,195,100430,0.0754605729542277
"208","100-1000",2022-12-15,589,0.0537310709724503,194552,0.031107002992989,69040053,0.123585753759835,354.866837657798,6,1317,459967,-0.0382571749182148
"209","1000-10000",2022-12-15,261,0.0238095238095238,846472,0.135342772304995,175658222,0.314438544390782,207.518053757242,0,-5658,-450101,0.849678039921713
"210","10000+",2022-12-15,87,0.00793650793650794,5133800,0.820845491001926,275902549,0.493881783121239,53.7423641357279,1,23153,1516820,0.0533245679393417
"211","0-1",2022-12-16,2944,0.268148283085891,2911,0.000461455542697716,2468632,0.00441228852574792,848.035726554449,1,5,-18410,-7.79428032786382
"212","1-10",2022-12-16,5345,0.486838509882503,20678,0.00327790371415437,8001940,0.0143021997793609,386.9784311829,4,54,47540,1.29185243968794
"213","10-100",2022-12-16,1754,0.159759540941798,56508,0.00895772236577208,27660725,0.0494391628769977,489.50104409995,13,579,62121,-3.95680424348501
"214","100-1000",2022-12-16,588,0.0535567902359049,194012,0.0307550370147266,69048830,0.123413842292135,355.89978970373,-1,-540,8777,1.03295204593121
"215","1000-10000",2022-12-16,259,0.0235904909372438,830355,0.131628965014346,175518444,0.313711406365278,211.377596329281,-2,-16117,-139778,3.85954257203903
"216","10000+",2022-12-16,89,0.00810638491665908,5203836,0.824918916348303,276791586,0.494721100160481,53.1899133639108,2,70036,889037,-0.552450771817142
"217","0-1",2022-12-17,3002,0.269721473495058,2964,0.000463980754504088,2477795,0.0044188217497442,835.96322537112,58,53,9163,-12.0725011833285
"218","1-10",2022-12-17,5412,0.486253369272237,20919,0.00327463340198078,8034468,0.0143284177851775,384.075146995554,67,241,32528,-2.90328418734543
"219","10-100",2022-12-17,1774,0.159389038634322,57281,0.00896669419660887,27565125,0.0491587778183496,481.226322864475,20,773,-95600,-8.27472123547528
"220","100-1000",2022-12-17,592,0.0531895777178796,196192,0.0307116437880115,69169324,0.123354399095286,352.559350024466,4,2180,120494,-3.3404396792638
"221","1000-10000",2022-12-17,260,0.0233602875112309,833593,0.13048957796536,175874044,0.313648244040636,210.98311046278,1,3238,355600,-0.394485866501071
"222","10000+",2022-12-17,90,0.00808625336927224,5277247,0.826093469893535,277615825,0.495091339510807,52.6061836787249,1,73411,824239,-0.583729685185865
"223","0-1",2022-12-18,3083,0.269351738598637,3045,0.000468055914005601,2500205,0.00443483921265567,821.085385878489,81,81,22410,-14.8778394926308
"224","1-10",2022-12-18,5593,0.488642320461297,21609,0.0033215830035294,8090008,0.01434997718551,374.381415151094,181,690,55540,-9.69373184445982
"225","10-100",2022-12-18,1811,0.158221212650708,59095,0.00908366641647323,27814984,0.0493379469853832,470.682528132668,37,1814,249859,-10.5437947318074
"226","100-1000",2022-12-18,604,0.05276952647213,199534,0.0306709585370094,69548053,0.12336365722341,348.552392073531,12,3342,378729,-4.00695795093452
"227","1000-10000",2022-12-18,264,0.0230648261401363,855278,0.131467299185183,176351729,0.312810974695605,206.192289524576,4,21685,477685,-4.79082093820415
"228","10000+",2022-12-18,91,0.00795037567709243,5367072,0.824988436943799,279459541,0.495702604697436,52.0692737119979,1,89825,1843716,-0.536909966727009
"229","0-1",2022-12-19,3103,0.269427802379092,3066,0.000470717993863164,2508293,0.00444745229839659,818.099478147423,20,21,8088,-2.98590773106594
"230","1-10",2022-12-19,5635,0.489276721368412,21758,0.0033404703556669,8094680,0.0143526705894347,372.032355915066,42,149,4672,-2.34905923602872
"231","10-100",2022-12-19,1818,0.157853607710341,59444,0.00912634064814152,27833264,0.0493511379845492,468.226633470157,7,349,18280,-2.45589466251096
"232","100-1000",2022-12-19,606,0.0526178692367804,199373,0.0306094124561254,69252686,0.122791881778101,347.352379710392,2,-161,-295367,-1.20001236313925
"233","1000-10000",2022-12-19,264,0.0229226361031519,855941,0.13141122974078,176466712,0.312892984940311,206.166911037093,0,663,114983,-0.025378487483124
"234","10000+",2022-12-19,91,0.0079013632022228,5373872,0.825041828805423,279828604,0.496163872409208,52.0720634953717,0,6800,369063,0.00278978337377822
"235","0-1",2022-12-20,3107,0.269424210891433,3065,0.000469602111416893,2509670,0.00444444592415352,818.815660685155,4,-1,1377,0.716182537731584
"236","1-10",2022-12-20,5635,0.4886403052376,21772,0.00333578374217572,8100030,0.0143445733180144,372.038857247841,0,14,5350,0.00650133277548548
"237","10-100",2022-12-20,1819,0.157734998265695,59416,0.00910338631384865,27852970,0.0493256161137004,468.778948431399,1,-28,19706,0.552314961242132
"238","100-1000",2022-12-20,614,0.0532431494970517,202423,0.0310141168676482,69580421,0.123221944922773,343.737722492009,8,3050,327735,-3.61465721838277
"239","1000-10000",2022-12-20,266,0.0230662504335761,861208,0.131949460087804,176575196,0.312702032605406,205.03199691596,2,5267,108484,-1.13491412113262
"240","10000+",2022-12-20,91,0.00789108567464447,5378918,0.824127650877106,280057275,0.495961387115952,52.065726787432,0,5046,228671,-0.00633670793970964
"241","0-1",2022-12-21,3165,0.271394271994512,3128,0.000477447766939551,2482180,0.00438701763458148,793.535805626599,58,63,-27490,-25.2798550585564
"242","1-10",2022-12-21,5682,0.487223460812897,22037,0.00336365615091013,8042014,0.0142134966986887,364.932341062758,47,265,-58016,-7.10651618508314
"243","10-100",2022-12-21,1828,0.156748413651175,59583,0.0090945557217261,27886596,0.0492869124803397,468.029404360304,9,167,33626,-0.749544071094817
"244","100-1000",2022-12-21,629,0.053935860058309,206098,0.0314581297540625,69750378,0.123277175025471,338.433065823055,15,3675,169957,-5.30465666895424
"245","1000-10000",2022-12-21,267,0.0228948722346081,868502,0.132565326241219,176818246,0.312509472849579,203.589912285752,1,7294,243050,-1.44208463020811
"246","10000+",2022-12-21,91,0.0078031212484994,5392154,0.823040884365143,280821822,0.49632592531134,52.0797110023193,0,13236,764547,0.0139842148873228
"247","0-1",2022-12-22,3185,0.271641791044776,3147,0.000479426333713939,2494773,0.0044195142657142,792.746425166826,20,19,12593,-0.789380459772929
"248","1-10",2022-12-22,5707,0.486737739872068,22061,0.00336085934161526,8054623,0.0142688417958065,365.106885453969,25,24,12609,0.174544391210418
"249","10-100",2022-12-22,1841,0.157014925373134,59664,0.00908944797416856,27903280,0.0494309277919144,467.67363904532,13,81,16684,-0.355765314983671
