"","user_group","date","instance_count","instance_perc","user_sum","user_perc","post_sum","post_perc","post_ratio","instance_diff","user_diff","post_diff","post_ratio_diff"
"250","100-1000",2022-12-22,633,0.0539872068230277,207696,0.0316412239615667,67982003,0.120430769480961,327.314936252985,4,1598,-1768375,-11.1181295700699
"251","1000-10000",2022-12-22,268,0.0228571428571429,872202,0.132874676554803,176756606,0.313126020594348,202.65558437151,1,3700,-61640,-0.934327914241521
"252","10000+",2022-12-22,91,0.00776119402985075,5399325,0.822554365834133,281299030,0.498323926071256,52.098925328629,0,7171,477208,0.0192143263097506
"253","0-1",2022-12-23,3198,0.271016949152542,3160,0.000480051432345865,2496196,0.0043966781773208,789.935443037975,13,13,1423,-2.81098212885092
"254","1-10",2022-12-23,5751,0.487372881355932,22218,0.00337524769742419,8068083,0.0142107288285507,363.132730218742,44,157,13460,-1.97415523522693
"255","10-100",2022-12-23,1854,0.157118644067797,60201,0.00914543553121945,27935738,0.0492046496476845,464.041095662863,13,537,32458,-3.6325433824577
"256","100-1000",2022-12-23,636,0.0538983050847458,210137,0.0319229645059693,70012910,0.123317333065082,333.177450901079,3,2441,2030907,5.86251464809368
"257","1000-10000",2022-12-23,269,0.0227966101694915,867922,0.131850379514079,176788650,0.311386926127998,203.69186401543,1,-4280,32044,1.0362796439197
"258","10000+",2022-12-23,92,0.00779661016949153,5418990,0.823225921318963,282444321,0.497483684153364,52.1212109636667,1,19665,1145291,0.022285635037619
"259","0-1",2022-12-24,3219,0.271485198616851,3182,0.000482957900095408,2502700,0.004402136442811,786.517913262099,21,22,6504,-3.41752977587532
"260","1-10",2022-12-24,5780,0.487475752719912,22319,0.00338753531496839,8183787,0.0143949122918859,366.673551682423,29,101,115704,3.54082146368148
"261","10-100",2022-12-24,1859,0.156785021506283,60500,0.00918257478182658,27921680,0.0491129760149067,461.515371900826,5,299,-14058,-2.52572376203631
"262","100-1000",2022-12-24,637,0.0537235388378173,211214,0.0320576586771689,70134771,0.123363899519441,332.055502949615,1,1077,121861,-1.12194795146377
"263","1000-10000",2022-12-24,270,0.0227713586910686,868483,0.131816695772646,176905317,0.311168475203873,203.694622692672,1,561,116667,0.00275867724221257
"264","10000+",2022-12-24,92,0.00775912962806781,5422868,0.823072577553295,282871152,0.497557600527083,52.1626475141936,0,3878,426831,0.0414365505269316
"265","0-1",2022-12-25,3218,0.270921030476511,3185,0.000482610125266496,2502998,0.00439353451227505,785.870643642072,-1,3,298,-0.647269620027146
"266","1-10",2022-12-25,5790,0.487455800639838,22351,0.00338675632961741,8266706,0.0145106221075012,369.85844033824,10,32,82919,3.18488865581685
"267","10-100",2022-12-25,1866,0.157097154403098,60540,0.0091733805286134,28011496,0.0491688265098312,462.694020482326,7,40,89816,1.17864858149932
"268","100-1000",2022-12-25,640,0.0538811247684795,211998,0.0321231966518828,70019768,0.122906317643678,330.28504042491,3,784,-115003,-1.77046252470541
"269","1000-10000",2022-12-25,272,0.0228994780266038,873099,0.132297148433298,177356754,0.311315877872885,203.134757914051,2,4616,451437,-0.559864778621176
"270","10000+",2022-12-25,92,0.00774541168546893,5428357,0.822536907931322,283542594,0.497704821353829,52.2335937006354,0,5489,671442,0.0709461864417946
"271","0-1",2022-12-26,3216,0.270866672281647,3182,0.000487280702627533,2504544,0.0044008368292414,787.0974230044,-2,-3,1546,1.22677936232753
"272","1-10",2022-12-26,5789,0.487576855049271,22346,0.00342199075453013,8275875,0.0145418788786295,370.351517050031,-1,-5,9169,0.493076711791389
"273","10-100",2022-12-26,1861,0.156742188158006,60326,0.00923811931700458,28032852,0.0492576722590114,464.689387660379,-5,-214,21356,1.99536717805285
"274","100-1000",2022-12-26,643,0.0541564895140234,212942,0.0326092166495639,70179404,0.123315104776523,329.57051215824,3,944,159636,-0.71452826666939
"275","1000-10000",2022-12-26,273,0.0229933462477891,876052,0.134155636108817,177447856,0.311800894675727,202.554021907375,1,2953,91102,-0.580736006675636
"276","10000+",2022-12-26,91,0.00766444874926303,5355269,0.820087756467457,282665777,0.496683612580868,52.7827410723906,-1,-73088,-876817,0.549147371755183
"277","0-1",2022-12-27,3242,0.270527369826435,3207,0.000484176618934431,2439034,0.00426789679117937,760.534455877767,26,25,-65510,-26.5629671266323
"278","1-10",2022-12-27,5845,0.487733644859813,22484,0.00339452045529209,8246197,0.0144294494114198,366.758450453656,56,138,-29678,-3.59306659637537
"279","10-100",2022-12-27,1881,0.156959279038718,60623,0.00915255352967322,28069744,0.0491173023200277,463.021361529453,20,297,36892,-1.66802613092608
"280","100-1000",2022-12-27,648,0.0540720961281709,213904,0.0322941426556129,70583996,0.123510049485582,329.979785324258,5,962,404592,0.409273166017329
"281","1000-10000",2022-12-27,276,0.0230307076101469,882443,0.133226775223684,177084542,0.309867984033543,200.675332004447,3,6391,-363314,-1.87868990292861
"282","10000+",2022-12-27,92,0.00767690253671562,5440955,0.821447831516803,285060316,0.498807317958248,52.3915959606356,1,85686,2394539,-0.391145111754987
"283","0-1",2022-12-28,3247,0.270403064623584,3212,0.000484026011425244,2524309,0.00440823105642454,785.899439601494,5,5,85275,25.3649837237269
"284","1-10",2022-12-28,5862,0.4881745502998,22556,0.00339903197811576,8284451,0.0144672360569278,367.283693917361,17,72,38254,0.525243463705294
"285","10-100",2022-12-28,1877,0.156312458361093,60368,0.00909703681747171,27951060,0.0488112710258473,463.011197985688,-4,-255,-118684,-0.0101635437647474
"286","100-1000",2022-12-28,651,0.0542138574283811,213086,0.0321105749285677,70886346,0.123789675476994,332.665430858902,3,-818,302350,2.68564553464444
"287","1000-10000",2022-12-28,279,0.023234510326449,889978,0.134113481194339,177341309,0.309693253052927,199.264823400129,3,7535,256767,-1.41050860431776
"288","10000+",2022-12-28,92,0.00766155896069287,5446807,0.820795849070081,285647890,0.49883033333088,52.4431818494762,0,5852,587574,0.0515858888406342
"289","0-1",2022-12-29,3249,0.270547089682738,3216,0.00048406222126159,2522331,0.00440012790306179,784.306902985075,2,4,-1978,-1.59253661641969
"290","1-10",2022-12-29,5860,0.487967357814972,22548,0.00339385415578555,8307244,0.0144917285328304,368.424871385489,-2,-8,22793,1.14117746812752
"291","10-100",2022-12-29,1876,0.15621617120493,60322,0.00907947801957141,27888131,0.0486499763026116,462.321060309671,-1,-46,-62929,-0.69013767601632
"292","100-1000",2022-12-29,652,0.0542926138729286,213983,0.0322080492202173,71008418,0.123871974532318,331.841398615778,1,897,122072,-0.824032243124122
"293","1000-10000",2022-12-29,280,0.023315846448497,893255,0.134449937640865,177477335,0.309603685596595,198.686080682448,1,3277,136026,-0.578742717681081
"294","10000+",2022-12-29,92,0.00766092097593472,5450450,0.820384618742299,286036923,0.498982507132584,52.4795059123559,0,3643,389033,0.0363240628796433
"295","0-1",2022-12-30,3251,0.270039039787358,3216,0.000483867618874809,2529395,0.00443562783778528,786.50342039801,2,0,7064,2.19651741293524
"296","1-10",2022-12-30,5887,0.488994102500208,22646,0.00340723448291011,8329225,0.0146063949194084,367.801156937207,27,98,21981,-0.623714448281305
"297","10-100",2022-12-30,1881,0.156242212808373,60666,0.00912758487769253,27954760,0.0490223597558335,460.797810964956,5,344,66629,-1.52324934471579
"298","100-1000",2022-12-30,648,0.0538250685272863,213696,0.0321519199885172,67664147,0.118658008754345,316.637405473196,-4,-287,-3344271,-15.2039931425824
"299","1000-10000",2022-12-30,279,0.0231746822825816,883997,0.133002961281864,177296106,0.310912112700677,200.561886522239,-1,-9258,-181229,1.87580583979141
"300","10000+",2022-12-30,93,0.00772489409419387,5462225,0.821826431750141,286471458,0.502365496031951,52.4459278041457,1,11775,434535,-0.033578108210115
"301","0-1",2022-12-31,3258,0.27044077363659,3223,0.000484578656377502,2535335,0.00441577217991299,786.638225255973,7,7,5940,0.134804857962763
"302","1-10",2022-12-31,5890,0.488918402921889,22653,0.00340588281195146,8421454,0.0146675773764086,371.75888403302,3,7,92229,3.95772709581246
"303","10-100",2022-12-31,1874,0.155557400182618,60122,0.00903935401139564,27934558,0.0486533906069872,464.631216526396,-7,-544,-20202,3.83340556144066
"304","100-1000",2022-12-31,652,0.0541213580144434,212908,0.0320107578566618,70639919,0.123032967679422,331.786118887031,4,-788,2975772,15.1487134138355
"305","1000-10000",2022-12-31,280,0.0232423009877978,886789,0.13332889299111,177686351,0.309474860519834,200.370495123417,1,2792,390245,-0.191391398822134
"306","10000+",2022-12-31,93,0.00771976425666141,5465444,0.821730533672503,286936777,0.499755431637435,52.5001769298158,0,3219,465319,0.0542491256700188
"307","0-1",2023-01-01,3254,0.269862332061702,3218,0.000482274176016286,2527704,0.00439358713682924,785.489123679304,-4,-5,-7631,-1.14910157666873
"308","1-10",2023-01-01,5896,0.488969978437552,22702,0.00340229594279731,8440362,0.0146708103137797,371.789357765836,6,49,18908,0.0304737328157216
"309","10-100",2023-01-01,1883,0.15616188422624,60511,0.00906864284180283,28017387,0.0486990688509282,463.0131215812,9,389,82829,-1.61809494519622
"310","100-1000",2023-01-01,652,0.0540719854038812,214469,0.0321419702473701,70788235,0.123042206973144,330.062782966303,0,1561,148316,-1.72333592072818
"311","1000-10000",2023-01-01,279,0.0231381655332559,887369,0.1329879283087,177887425,0.309199139726675,200.466125140725,-1,580,201074,0.0956300173077977
"312","10000+",2023-01-01,94,0.00779565433736938,5484284,0.821916888483314,287655575,0.499995186998643,52.4508896694628,1,18840,718798,-0.0492872603529904
"313","0-1",2023-01-02,3276,0.270319333278323,3240,0.000484483735477264,2540452,0.00440734203671886,784.09012345679,22,22,12748,-1.39900022251379
"314","1-10",2023-01-02,5934,0.489644360095717,22877,0.003420843955714,8486222,0.0147224521280183,370.949949731171,38,175,45860,-0.839408034664586
"315","10-100",2023-01-02,1880,0.155128310916742,60469,0.00904205154338724,28012901,0.0485986100692884,463.260530189022,-3,-42,-4486,0.247408607822365
"316","100-1000",2023-01-02,653,0.0538823335258685,215392,0.0322080002320737,71036416,0.123238613591065,329.800623978606,1,923,248181,-0.262158987696409
"317","1000-10000",2023-01-02,282,0.0232692466375113,894425,0.133745174414892,178071185,0.30892952088008,199.090124940604,3,7056,183760,-1.37600020012067
"318","10000+",2023-01-02,94,0.00775641554583712,5491128,0.821099446118455,288266449,0.50010346129483,52.4967636886265,0,6844,610874,0.0458740191636764
"319","0-1",2023-01-03,3288,0.271287128712871,3247,0.000484936935795963,2549863,0.00441915063240031,785.298121342778,12,7,9411,1.20799788598777
"320","1-10",2023-01-03,5919,0.488366336633663,22866,0.00341501939449045,8411168,0.0145773394046759,367.846059651885,-15,-11,-75054,-3.10389007928615
"321","10-100",2023-01-03,1881,0.15519801980198,60523,0.00903906318607301,28045577,0.0486056032561677,463.387092510285,1,54,32676,0.126562321262895
"322","100-1000",2023-01-03,656,0.0541254125412541,216735,0.0323692044286227,71130546,0.123275876915301,328.191321198699,3,1343,94130,-1.60930277990758
"323","1000-10000",2023-01-03,282,0.0232673267326733,897468,0.134036150876172,178202286,0.308841198476969,198.561158726551,0,3043,131101,-0.528966214053611
"324","10000+",2023-01-03,94,0.00775577557755776,5494877,0.820655625178846,288663521,0.500280831314486,52.5332088416174,0,3749,397072,0.0364451529909289
"325","0-1",2023-01-04,3285,0.270325872284398,3247,0.000486861560233112,2567109,0.00444498814789994,790.609485679088,-3,0,17246,5.31136433631048
"326","1-10",2023-01-04,5954,0.489960500329164,23035,0.0034539131629103,8521966,0.0147559133121368,369.957282396353,35,169,110798,2.11122274446848
"327","10-100",2023-01-04,1881,0.154789335088874,60432,0.00906129282661146,27930838,0.0483626693961625,462.186225840614,0,-91,-114739,-1.20086666967109
"328","100-1000",2023-01-04,658,0.054147465437788,216417,0.032449990231281,71228230,0.123332759982491,329.124930111775,2,-318,97684,0.933608913076114
"329","1000-10000",2023-01-04,282,0.0232060566161949,900122,0.134966061385941,178412011,0.308923101566001,198.208699487403,0,2654,209725,-0.35245923914789
"330","10000+",2023-01-04,92,0.0075707702435813,5465994,0.819581880833024,288868720,0.500180567595309,52.8483419484178,-2,-28883,205199,0.315133106800417
"331","0-1",2023-01-05,3289,0.270944888376308,3251,0.000485625935382622,2548953,0.00440653016039056,784.051984004922,4,4,-18156,-6.55750167416682
"332","1-10",2023-01-05,5934,0.488837630776835,22967,0.003430750802194,8554088,0.0147879724603141,372.451256150128,-20,-68,32122,2.49397375377509
"333","10-100",2023-01-05,1880,0.154872724277123,60435,0.00902762331739427,27961166,0.0483381691614899,462.665111276578,-1,3,30328,0.478885435963889
"334","100-1000",2023-01-05,661,0.0544525908229673,218965,0.0327084229286545,71281989,0.123229512047154,325.540561276916,3,2548,53759,-3.58436883485859
"335","1000-10000",2023-01-05,282,0.0232309086415685,902102,0.134753653509854,178530813,0.308637080418331,197.905351057863,0,1980,118802,-0.303348429540165
"336","10000+",2023-01-05,93,0.00766125710519812,5486733,0.819593923506521,289571999,0.500600735752321,52.7767615081689,1,20739,703279,-0.0715804402489084
"337","0-1",2023-01-06,3318,0.271788990825688,3278,0.000489278049192594,2553924,0.00441235968025998,779.11043319097,29,27,4971,-4.94155081395149
"338","1-10",2023-01-06,5973,0.489269331585845,23114,0.00345002221752215,8580647,0.0148245996565848,371.231591243402,39,147,26559,-1.21966490672622
"339","10-100",2023-01-06,1880,0.153997378768021,60514,0.00903238922173296,28000048,0.0483750819681965,462.703638827379,0,79,38882,0.0385275508006089
"340","100-1000",2023-01-06,660,0.0540629095674967,216978,0.0323863857711137,70964389,0.122603651775811,327.057992054494,-1,-1987,-317600,1.5174307775776
"341","1000-10000",2023-01-06,284,0.0232634338138925,905369,0.135136417974207,178663283,0.308672719412198,197.337530885197,2,3267,132470,-0.567820172665563
"342","10000+",2023-01-06,93,0.00761795543905636,5490414,0.819505506766232,290049090,0.50111158750695,52.8282730591901,0,3681,477091,0.0515115510211857
"343","0-1",2023-01-07,3315,0.271654511185774,3278,0.000488762415691093,2564802,0.00442185857881135,782.428920073215,-3,0,10878,3.31848688224534
"344","1-10",2023-01-07,5971,0.489305908383184,23127,0.00344832470643316,8606674,0.0148383755400739,372.148311497384,-2,13,26027,0.916720253981737
"345","10-100",2023-01-07,1878,0.153896582807506,60503,0.00902123015148205,27998457,0.0482708674115704,462.761466373568,-2,-11,-1591,0.0578275461894577
"346","100-1000",2023-01-07,660,0.0540850610505613,216742,0.0323170663519581,71424661,0.12314001236023,329.537703813751,0,-236,460272,2.47971175925693
"347","1000-10000",2023-01-07,286,0.0234368597885766,909793,0.13565363772387,178890549,0.308417066410554,196.627748289996,2,4424,227266,-0.70978259520146
"348","10000+",2023-01-07,93,0.00762107678439728,5493292,0.819070978650565,290542905,0.500911819698761,52.8904898920356,0,2878,493815,0.0622168328455217
"349","0-1",2023-01-08,3317,0.27152914210871,3279,0.000488394777884638,2565562,0.00441649035331675,782.422079902409,2,1,760,-0.0068401708061856
"350","1-10",2023-01-08,5968,0.488539620170268,23102,0.00344095643753916,8586286,0.0147808742450265,371.668513548611,-3,-25,-20388,-0.479797948773466
"351","10-100",2023-01-08,1888,0.154551407989522,60681,0.00903820784288434,28119851,0.0484069574924341,463.404541784084,10,178,121394,0.643075410515735
"352","100-1000",2023-01-08,662,0.0541912246234447,216090,0.0321857967530014,71548074,0.123166533733893,331.103123698459,2,-652,123413,1.56541988470809
"353","1000-10000",2023-01-08,288,0.0235756385068762,914356,0.136189904094994,179044886,0.308217073619619,195.815290762023,2,4563,154337,-0.812457527972953
"354","10000+",2023-01-08,93,0.00761296660117878,5496323,0.818656740093696,291040493,0.501012070555711,52.9518539940247,0,3031,497588,0.0613641019891347
"355","0-1",2023-01-09,3318,0.271300081766149,3282,0.000488473397101784,2576702,0.00443022702264418,785.101157830591,1,3,11140,2.67907792818187
"356","1-10",2023-01-09,5991,0.489860997547016,23177,0.00344952709464596,8617636,0.0148166469690757,371.818440695517,23,75,31350,0.149927146906577
"357","10-100",2023-01-09,1877,0.153475061324612,60577,0.00901592107746337,28104315,0.0483208751985694,463.943658484243,-11,-104,-15536,0.539116700159241
"358","100-1000",2023-01-09,663,0.0542109566639411,216920,0.0322850851003409,71566455,0.12304707446024,329.920961644846,1,830,18381,-1.18216205361296
"359","1000-10000",2023-01-09,288,0.0235486508585446,916047,0.136338997560907,179206402,0.308116749539231,195.630139064917,0,1691,161516,-0.185151697105681
"360","10000+",2023-01-09,93,0.00760425183973835,5498889,0.818421995769541,291546991,0.50126842681024,53.0192537074307,0,2566,506498,0.0673997134059903
"361","0-1",2023-01-10,3298,0.269752985440864,3262,0.000485131723971055,2572216,0.0044185261357897,788.539546290619,-20,-20,-4486,3.43838846002814
"362","1-10",2023-01-10,6004,0.491084573858989,23210,0.0034518416043434,8348955,0.0143417488554741,359.713700990952,13,33,-268681,-12.1047397045649
"363","10-100",2023-01-10,1880,0.153770652707345,60431,0.00898742955588436,27943177,0.0480005014709098,462.398057288478,3,-146,-161138,-1.54560119576541
"364","100-1000",2023-01-10,662,0.0541469000490757,217005,0.0322734548621516,71787880,0.123316480425025,330.812101103661,-1,85,221425,0.891139458815132
"365","1000-10000",2023-01-10,289,0.0236381482087355,918452,0.136594176010013,179415318,0.308197784223417,195.345339767348,1,2405,208916,-0.284799297569322
"366","10000+",2023-01-10,93,0.007606739734991,5501587,0.818207966243636,292075893,0.501724958889385,53.0893891162677,0,2698,528902,0.0701354088370039
"367","0-1",2023-01-11,3306,0.270517960886998,3269,0.000485696036295415,2577277,0.00441732239100269,788.39920464974,8,7,5061,-0.140341640879228
"368","1-10",2023-01-11,5987,0.489894443989854,23154,0.00344013644061917,8416925,0.0144261836294237,363.519262330483,-17,-56,67970,3.80556133953064
"369","10-100",2023-01-11,1882,0.153997217903609,60633,0.0090086288677577,27981508,0.0479588890997827,461.489749806211,2,202,38331,-0.90830748226665
"370","100-1000",2023-01-11,664,0.0543327059978725,218411,0.0324507057153007,71973589,0.123359090330812,329.532802835022,2,1406,185709,-1.27929826863914
"371","1000-10000",2023-01-11,289,0.0236478193273873,919846,0.136667346651023,179632013,0.307880182520461,195.284877033764,0,1394,216695,-0.0604627335833072
"372","10000+",2023-01-11,93,0.00760985189428034,5505234,0.817947486289004,292866481,0.501958332028518,53.1978261051211,0,3647,790588,0.108436988853327
"373","0-1",2023-01-12,3324,0.271768457198921,3286,0.000490437513245992,2580487,0.00442595229590078,785.297321972002,18,17,3210,-3.10188267773754
"374","1-10",2023-01-12,5984,0.489248630528984,23124,0.00345127116746814,8402680,0.0144119543472684,363.374848642103,-3,-30,-14245,-0.144413688379416
"375","10-100",2023-01-12,1879,0.153626032213229,60522,0.00903294558024161,27814130,0.0477057286209862,459.57056937973,-3,-111,-167378,-1.91918042648143
"376","100-1000",2023-01-12,663,0.0542065244051999,218742,0.0326473775174847,71953113,0.123411218765899,328.940546397125,-1,331,-20476,-0.592256437896651
"377","1000-10000",2023-01-12,289,0.0236284849971384,920508,0.137386382971102,179711477,0.308234230293689,195.230760623482,0,662,79464,-0.0541164102825462
"378","10000+",2023-01-12,92,0.00752187065652849,5473958,0.816991585250457,292573543,0.501810915676257,53.4482622994184,-1,-31276,-292938,0.250436194297393
"379","0-1",2023-01-13,3306,0.270650839132214,3271,0.000491221019874553,2593823,0.0044507500925657,792.975542647508,-18,-15,13336,7.67822067550594
"380","1-10",2023-01-13,5986,0.490053213262382,23173,0.00347999532056039,8443855,0.0144888407662594,364.383334052561,2,49,41175,1.00848541045775
"381","10-100",2023-01-13,1876,0.153581661891117,60154,0.00903360110960987,28002842,0.0480501759848697,465.519200718157,-3,-368,188712,5.94863133842705
"382","100-1000",2023-01-13,666,0.0545231273024969,219891,0.0330220364662902,71909825,0.123390323963946,327.024866865856,3,1149,-43288,-1.91567953126912
"383","1000-10000",2023-01-13,289,0.0236594351207532,919686,0.138113449979929,179737883,0.308412871425619,195.433966592946,0,-822,26406,0.203205969464051
"384","10000+",2023-01-13,92,0.00753172329103561,5432742,0.815859696103736,292095111,0.50120703776674,53.7656879343801,0,-41216,-478432,0.317425634961651
"385","0-1",2023-01-14,3330,0.272259013980868,3294,0.000493963863559203,2592673,0.0044463248690309,787.089556769885,24,23,-1150,-5.88598587762374
"386","1-10",2023-01-14,5973,0.488349276428747,23126,0.00346794423456895,8374752,0.014362346539485,362.135777912306,-13,-47,-69103,-2.24755614025469
"387","10-100",2023-01-14,1877,0.153462513285913,60041,0.00900366858893689,27621504,0.0473697146362987,460.044036575007,1,-113,-381338,-5.4751641431497
"388","100-1000",2023-01-14,667,0.0545335622598316,219797,0.0329604660955441,72229706,0.123870900059742,328.620072157491,1,-94,319881,1.5952052916345
"389","1000-10000",2023-01-14,292,0.0238737633881122,926308,0.138907916978081,180059597,0.308794616231504,194.384154082659,3,6622,321714,-1.04981251028653
"390","10000+",2023-01-14,92,0.00752187065652849,5435938,0.81516604023931,292226484,0.50115609766394,53.7582444832888,0,3196,131373,-0.00744345109129085
"391","0-1",2023-01-15,3353,0.273535650187633,3312,0.000496173679963782,2604819,0.0044615310061203,786.479166666667,23,18,12146,-0.610390103218037
"392","1-10",2023-01-15,5978,0.487681514113232,23195,0.00347486367957727,8396273,0.0143811267981962,361.986333261479,5,69,21521,-0.149444650827718
"393","10-100",2023-01-15,1877,0.153124490128895,60152,0.00901142487837603,27658335,0.0473731645769484,459.807404575076,0,111,36831,-0.23663199993058
"394","100-1000",2023-01-15,664,0.054168706151085,218618,0.032751357960846,72246960,0.12374451051606,330.47123292684,-3,-1179,17254,1.85116076934963
"395","1000-10000",2023-01-15,294,0.0239843367596672,930434,0.13938914907712,180215619,0.30867310625255,193.689846888656,2,4126,156022,-0.694307194003073
"396","10000+",2023-01-15,92,0.00750530265948768,5439371,0.814877030724117,292717711,0.501366560850125,53.8146250733771,0,3433,491227,0.0563805900882457
"397","0-1",2023-01-16,3360,0.273215156936087,3319,0.000496769947618385,2611369,0.00446641786356564,786.793913829467,7,7,6550,0.314747162800131
"398","1-10",2023-01-16,6009,0.488616035127663,23283,0.00348487336257875,8427000,0.0144133224129825,361.937894601211,31,88,30727,-0.0484386602675499
"399","10-100",2023-01-16,1878,0.15270775735892,60421,0.00904348810034663,27688438,0.0473575868050167,458.258519388954,1,269,30103,-1.54888518612228
"400","100-1000",2023-01-16,665,0.0540738331436006,218818,0.0327514933407532,72406225,0.123841730821402,330.897024010822,1,200,159265,0.42579108398138
"401","1000-10000",2023-01-16,294,0.0239063262319076,932130,0.139516170917001,180368814,0.308498145179693,193.501779794664,0,1696,153195,-0.18806709399243
"402","10000+",2023-01-16,92,0.00748089120182143,5443190,0.814707204331702,293165572,0.501422796917341,53.8591473014905,0,3819,447861,0.0445222281134363
"403","0-1",2023-01-17,3368,0.273376623376623,3327,0.000497544132927282,2609466,0.00445736062056137,784.330027051398,8,8,-1903,-2.46388677806908
"404","1-10",2023-01-17,6018,0.488474025974026,23314,0.00348654761498848,8463846,0.0144575226727981,363.037059277687,9,31,36846,1.09916467647599
"405","10-100",2023-01-17,1882,0.15275974025974,60241,0.00900888371255558,27621939,0.0471824285743322,458.523912285653,4,-180,-66499,0.265392896698415
"406","100-1000",2023-01-17,665,0.0539772727272727,218561,0.0326852248983227,72497172,0.12383607970936,331.702234158885,0,-257,90947,0.80521014806294
"407","1000-10000",2023-01-17,295,0.0239448051948052,934921,0.139814985963483,180553768,0.308413006866989,193.121951480392,1,2791,184954,-0.379828314271379
"408","10000+",2023-01-17,92,0.00746753246753247,5446480,0.814506813677723,293682322,0.50165360155596,53.9214909446101,0,3290,516750,0.0623436431196112
"409","0-1",2023-01-18,3375,0.27332361516035,3332,0.000496827209550295,2617785,0.00446198463948299,785.649759903962,7,5,8319,1.3197328525639
"410","1-10",2023-01-18,6024,0.487852283770651,23329,0.003478536005882,8509905,0.0145050358961716,364.77795876377,6,15,46059,1.74089948608321
"411","10-100",2023-01-18,1895,0.153466148364108,60360,0.00900014716940451,27795451,0.0473770288276165,460.494549370444,13,119,173512,1.97063708479141
"412","100-1000",2023-01-18,666,0.053935860058309,220544,0.0328848319637036,72653478,0.123837023606223,329.428494994196,1,1983,156306,-2.27373916468855
"413","1000-10000",2023-01-18,295,0.0238905085843861,930167,0.13869516057196,180246024,0.307227289642153,193.778132313875,0,-4754,-307744,0.656180833482352
"414","10000+",2023-01-18,93,0.00753158406219631,5468825,0.8154444970795,294863599,0.502591637388354,53.9171758101603,1,22345,1181277,-0.00431513444978293
"415","0-1",2023-01-19,3366,0.272462360369111,3325,0.000495552546305473,2618811,0.00446088178943552,787.612330827068,-9,-7,1026,1.96257092310611
"416","1-10",2023-01-19,6028,0.487939129027036,23353,0.00348049281620202,8516389,0.0145068141999743,364.680726245022,4,24,6484,-0.097232518748342
"417","10-100",2023-01-19,1906,0.154282013922616,60834,0.00906659957953298,27829220,0.0474042841244347,457.461616858993,11,474,33769,-3.03293251145067
"418","100-1000",2023-01-19,666,0.0539096648858669,221106,0.0329532755799753,72734325,0.123895625098331,328.956812569537,0,562,80847,-0.471682424659377
"419","1000-10000",2023-01-19,295,0.0238789056176137,930488,0.138678405325319,180308887,0.307138098355203,193.778841855027,0,321,62863,0.000709541151792337
"420","10000+",2023-01-19,93,0.00752792617775619,5470576,0.815325674152665,295053654,0.502594296432622,53.9346595312815,0,1751,190055,0.0174837211212164
"421","0-1",2023-01-20,3371,0.27297756903393,3329,0.00049596686124936,2619110,0.00445951263929449,786.755782517272,5,4,299,-0.856548309795244
"422","1-10",2023-01-20,6025,0.48789375657948,23309,0.00347266193116892,8447094,0.0143827187320535,362.396241795015,-3,-44,-69295,-2.28448445000726
"423","10-100",2023-01-20,1900,0.153858612033363,60676,0.00903973724036232,27690804,0.0471486460783344,456.371613158415,-6,-158,-138416,-1.09000370057817
"424","100-1000",2023-01-20,664,0.0537695359948174,219051,0.0326350366246721,72748579,0.12386772893892,332.107952029436,-2,-2055,14254,3.1511394598993
"425","1000-10000",2023-01-20,296,0.0239695521904608,931477,0.13877492460678,180411796,0.307183999350856,193.683575654579,1,989,102909,-0.0952662004478952
"426","10000+",2023-01-20,93,0.00753097416794882,5474300,0.815581672735768,295391189,0.502957394260542,53.9596275322872,0,3724,337535,0.0249680010057034
"427","0-1",2023-01-21,3381,0.272573363431151,3339,0.000496606078940288,2625008,0.004461777102931,786.165917939503,10,10,5898,-0.589864577769617
"428","1-10",2023-01-21,6061,0.488632699129313,23471,0.00349081799305406,8483914,0.0144202734728564,361.46367858208,36,162,36820,-0.932563212934781
"429","10-100",2023-01-21,1906,0.153660109642051,60864,0.00905224090704453,27844630,0.0473280586472824,457.489320452156,6,188,153826,1.11770729374047
"430","100-1000",2023-01-21,665,0.0536117381489842,219883,0.0327029752787144,72527092,0.123275707513185,329.844017045429,1,832,-221487,-2.26393498400739
"431","1000-10000",2023-01-21,298,0.0240245082231538,936726,0.139318306649123,180975398,0.307607400430865,193.199930395868,2,5249,563602,-0.483645258710538
"432","10000+",2023-01-21,93,0.00749758142534666,5479356,0.814939053093124,295876351,0.502906782832881,53.9983806491128,0,5056,485162,0.0387531168255464
"433","0-1",2023-01-22,3400,0.27337782423414,3360,0.000499573949656922,2630908,0.00446684000411643,783.008333333333,19,21,5900,-3.15758460616951
"434","1-10",2023-01-22,6076,0.488542252954893,23495,0.00349330057952065,8495157,0.0144233500863009,361.572972972973,15,24,11243,0.109294390892956
"435","10-100",2023-01-22,1908,0.153413202540806,61117,0.00908704198844706,27912639,0.0473909739548705,456.708264476332,2,253,68009,-0.781055975823392
"436","100-1000",2023-01-22,663,0.0533086757256573,219445,0.0326276801733522,72432948,0.122978982823605,330.073357788968,-2,-438,-94144,0.229340743538899
"437","1000-10000",2023-01-22,297,0.0238803569992764,934664,0.138968388714922,181179258,0.30761195661366,193.844267030719,-1,-2062,203860,0.644336634850902
